관리기관명,소재지지번주소,소재지도로명주소,카메라대수,카메라화소,촬영방면정보,보관일수,설치연도,위도,경도,데이터기준일자
광주광역시 사회재난과,동구 월남동 470 ,동구 칠전길 68,2,200만,360도,30일,2018,35.104908,126.92715,2023-06-30
광주광역시 사회재난과,동구 월남동 638 ,동구 남문로 307,2,200만,360도,30일,2018,35.1048,126.927661,2023-06-30
광주광역시 사회재난과,동구 내남동 540-4 ,,2,200만,360도,30일,2018,35.089089,126.931225,2023-06-30
광주광역시 사회재난과,동구 용연동 634-3,,3,200만,360도,30일,2018,35.089089,126.931225,2023-06-30
광주광역시 사회재난과,서구 금호동 446,서구 금호운천길 67,1,200만,360도,30일,2018,35.1403236,126.8545896,2023-06-30
광주광역시 사회재난과,서구 금호동 446,서구 금호운천길 67,1,200만,360도,30일,2018,35.1403236,126.8545896,2023-06-30
광주광역시 사회재난과,서구 풍암동 802-1,서구 송암로 145,3,200만,360도,30일,2018,35.114009,126.869397,2023-06-30
광주광역시 사회재난과,남구 백운동 461-2,,2,200만,360도,30일,2018,35.139154,126.906964,2023-06-30
광주광역시 사회재난과,남구 주월동 685-62,남구 군분로65번길 28,4,200만,360도,30일,2018,35.137786,126.889695,2023-06-30
광주광역시 사회재난과,남구 주월동 371-38,남구 서문대로817번길 3-4,4,200만,360도,30일,2018,35.13183898,126.8997776,2023-06-30
광주광역시 사회재난과,남구 방림동 533-11,남구 대남대로107번길 3-1,3,200만,360도,30일,2018,35.133648,126.913517,2023-06-30
광주광역시 사회재난과,동구 지원동 518-2,,2,200만,360도,30일,2018,35.130277,126.931882,2023-06-30
광주광역시 사회재난과,동구 지원동 518-14,,2,200만,360도,30일,2018,35.130212,126.931006,2023-06-30
광주광역시 사회재난과,동구 소태동 855-50,,2,200만,360도,30일,2018,35.129808,126.930199,2023-06-30
광주광역시 사회재난과,북구 신용동 742,북구 첨단연신로108번길 86,4,200만,360도,30일,2018,35.21052983,126.8659211,2023-06-30
광주광역시 사회재난과,동구 소태동 722-2,동구 의재로86번길 3-1,2,200만,360도,30일,2018,35.131635,126.936714,2023-06-30
광주광역시 사회재난과,동구 소태동 722-2,동구 의재로86번길 3-1,1,200만,360도,30일,2016,35.131635,126.936714,2023-06-30
광주광역시 사회재난과,동구 동명동 44,동구 동계천로 169,1,200만,360도,30일,2018,35.149203,126.927104,2023-06-30
광주광역시 사회재난과,동구 동명동 44,동구 동계천로 169,1,200만,360도,30일,2016,35.149203,126.927104,2023-06-30
광주광역시 사회재난과,동구 학동 859-1,동구 남문로 679,2,200만,360도,30일,2018,35.130861,126.928679,2023-06-30
광주광역시 사회재난과,동구 학동 859-1,동구 남문로 679,1,200만,360도,30일,2016,35.130861,126.928679,2023-06-30
광주광역시 사회재난과,동구 산수동 523-32,동구 필문대로187번길 1,2,200만,360도,30일,2018,35.1541232,126.9329126,2023-06-30
광주광역시 사회재난과,동구 산수동 523-32,동구 필문대로187번길 1,1,200만,360도,30일,2016,35.1541232,126.9329126,2023-06-30
광주광역시 사회재난과,동구 지산동 461-7,동구 지산로 37,3,200만,360도,30일,2018,35.147039,126.931996,2023-06-30
광주광역시 사회재난과,동구 지산동 461-7,동구 지산로 37,1,200만,360도,30일,2016,35.147039,126.931996,2023-06-30
광주광역시 사회재난과,서구 금호동 305,서구 금화로59번길 45,2,200만,360도,30일,2018,35.136101,126.85496,2023-06-30
광주광역시 사회재난과,서구 금호동 305,서구 금화로59번길 45,1,200만,360도,30일,2016,35.136101,126.85496,2023-06-30
광주광역시 사회재난과,서구 풍암동 926,서구 풍금로 9,3,200만,360도,30일,2018,35.121045,126.865683,2023-06-30
광주광역시 사회재난과,서구 풍암동 926,서구 풍금로 9,1,200만,360도,30일,2016,35.121045,126.865683,2023-06-30
광주광역시 사회재난과,서구 농성동 324-8,서구 상무대로1176번길 9,1,200만,360도,30일,2018,35.153966,126.891117,2023-06-30
광주광역시 사회재난과,서구 농성동 324-8,서구 상무대로1176번길 9,1,200만,360도,30일,2016,35.153966,126.891117,2023-06-30
광주광역시 사회재난과,서구 광천동 651-35,서구 천변좌하로584번길 19-4,1,200만,360도,30일,2018,35.166987,126.876052,2023-06-30
광주광역시 사회재난과,서구 광천동 651-35,서구 천변좌하로584번길 19-4,1,200만,360도,30일,2016,35.166987,126.876052,2023-06-30
광주광역시 사회재난과,서구 쌍촌동 산102-14,,2,200만,360도,30일,2018,35.142641,126.853952,2023-06-30
광주광역시 사회재난과,서구 쌍촌동 산102-14,,1,200만,360도,30일,2016,35.142641,126.853952,2023-06-30
광주광역시 사회재난과,서구 유촌동 414,서구 천변우하로 261,2,200만,360도,30일,2018,35.163298,126.851653,2023-06-30
광주광역시 사회재난과,서구 유촌동 414,서구 천변우하로 261,1,200만,360도,30일,2016,35.163298,126.851653,2023-06-30
광주광역시 사회재난과,서구 내방동 842-1,서구 월드컵4강로198번길 4-2,2,200만,360도,30일,2018,35.153774,126.87014,2023-06-30
광주광역시 사회재난과,서구 내방동 842-1,서구 월드컵4강로198번길 4-2,1,200만,360도,30일,2016,35.153774,126.87014,2023-06-30
광주광역시 사회재난과,남구 행암동 607,남구 효우2로 21,1,200만,360도,30일,2018,35.100345,126.891344,2023-06-30
광주광역시 사회재난과,남구 행암동 607,남구 효우2로 21,1,200만,360도,30일,2016,35.100345,126.891344,2023-06-30
광주광역시 사회재난과,남구 봉선동 1139-7,남구 봉선로37번길 16,3,200만,360도,30일,2018,35.130073,126.905568,2023-06-30
광주광역시 사회재난과,남구 봉선동 1139-7,남구 봉선로37번길 16,1,200만,360도,30일,2016,35.130073,126.905568,2023-06-30
광주광역시 사회재난과,남구 양림동 505,남구 제중로 11,1,200만,360도,30일,2018,35.135867,126.914961,2023-06-30
광주광역시 사회재난과,남구 양림동 505,남구 제중로 11,1,200만,360도,30일,2016,35.135867,126.914961,2023-06-30
광주광역시 사회재난과,남구 방림동 42-5,남구 서강사2길 8,1,200만,360도,30일,2018,35.127969,126.926071,2023-06-30
광주광역시 사회재난과,남구 방림동 42-5,남구 서강사2길 8,1,200만,360도,30일,2016,35.127969,126.926071,2023-06-30
광주광역시 사회재난과,남구 월산동 981-18,남구 월광길 22,3,200만,360도,30일,2018,35.143038,126.894078,2023-06-30
광주광역시 사회재난과,남구 월산동 981-18 ,남구 월광길 22,1,200만,360도,30일,2016,35.143038,126.894078,2023-06-30
광주광역시 사회재난과,남구 월산동 982-9,남구 월광2길 2-1,1,200만,360도,30일,2018,35.14381575,126.8934066,2023-06-30
광주광역시 사회재난과,남구 봉선동 235-4,남구 봉선1로 74-6,1,200만,360도,30일,2018,35.127722,126.913338,2023-06-30
광주광역시 사회재난과,남구 봉선동 235-4,남구 봉선1로 74-6,1,200만,360도,30일,2021,35.127722,126.913338,2023-06-30
광주광역시 사회재난과,북구 풍향동 519-2,북구 동문대로30번길 28,3,200만,360도,30일,2018,35.167176,126.921422,2023-06-30
광주광역시 사회재난과,북구 풍향동 519-2,북구 동문대로30번길 28,1,200만,360도,30일,2016,35.167176,126.921422,2023-06-30
광주광역시 사회재난과,북구 일곡동 820-1,북구 설죽로 530,2,200만,360도,30일,2018,35.207572,126.899164,2023-06-30
광주광역시 사회재난과,북구 일곡동 820-1,북구 설죽로 530,1,200만,360도,30일,2016,35.207572,126.899164,2023-06-30
광주광역시 사회재난과,북구 용봉동 375-3,북구 설죽로214번길 127,1,200만,360도,30일,2018,35.177941,126.904603,2023-06-30
광주광역시 사회재난과,북구 용봉동 375-3,북구 설죽로214번길 127,1,200만,360도,30일,2016,35.177941,126.904603,2023-06-30
광주광역시 사회재난과,북구 매곡동 215-10,북구 어매마을길17번길 10,1,200만,360도,30일,2018,35.1190991,126.894451,2023-06-30
광주광역시 사회재난과,북구 매곡동 215-10,북구 어매마을길17번길 10,1,200만,360도,30일,2016,35.1190991,126.894451,2023-06-30
광주광역시 사회재난과,북구 두암동 928-8,북구 삼정로88번길 7,1,200만,360도,30일,2018,35.169742,126.937733,2023-06-30
광주광역시 사회재난과,북구 두암동 928-8,북구 삼정로88번길 7,1,200만,360도,30일,2016,35.169742,126.937733,2023-06-30
광주광역시 사회재난과,북구 운암동 93-1,북구 북문대로49번길 45,2,200만,360도,30일,2018,35.173842,126.879708,2023-06-30
광주광역시 사회재난과,북구 운암동 93-1,북구 북문대로49번길 45,1,200만,360도,30일,2016,35.173842,126.879708,2023-06-30
광주광역시 사회재난과,북구 우산동 618-3,북구 동문대로167번길 59-6,2,200만,360도,30일,2018,35.177746,126.92512,2023-06-30
광주광역시 사회재난과,북구 우산동 618-3,북구 동문대로167번길 59-6,1,200만,360도,30일,2016,35.177746,126.92512,2023-06-30
광주광역시 사회재난과,북구 양산동 254-117,북구 효열로35번길 6-1,1,200만,360도,30일,2018,35.208394,126.872843,2023-06-30
광주광역시 사회재난과,북구 양산동 254-117,북구 효열로35번길 6-1,1,200만,360도,30일,2016,35.208394,126.872843,2023-06-30
광주광역시 사회재난과,북구 연제동 478-96,북구 양산제로137번길 40-35,2,200만,360도,30일,2018,35.205517,126.868931,2023-06-30
광주광역시 사회재난과,북구 연제동 478-96,북구 양산제로137번길 40-35,1,200만,360도,30일,2016,35.205517,126.868931,2023-06-30
광주광역시 사회재난과,서구 양동 439-96,서구 천변좌로118번길 12,1,200만,360도,30일,2018,35.15953017,126.8911263,2023-06-30
광주광역시 사회재난과,서구 양동 439-96,서구 천변좌로118번길 12,1,200만,360도,30일,2016,35.15953017,126.8911263,2023-06-30
광주광역시 사회재난과,서구 양동 439-96,서구 천변좌로118번길 12,1,200만,360도,30일,2020,35.15953017,126.8911263,2023-06-30
광주광역시 사회재난과,광산구 소촌동 319-3,,1,200만,360도,30일,2018,35.148208,126.796113,2023-06-30
광주광역시 사회재난과,광산구 소촌동 319-3,,1,200만,360도,30일,2016,35.148208,126.796113,2023-06-30
광주광역시 사회재난과,광산구 신창동 1267,,2,200만,360도,30일,2018,35.191612,126.835096,2023-06-30
광주광역시 사회재난과,광산구 신창동 1267,,1,200만,360도,30일,2016,35.191612,126.835096,2023-06-30
광주광역시 사회재난과,광산구 산월동 산67,,1,200만,360도,30일,2018,35.19701,126.849951,2023-06-30
광주광역시 사회재난과,광산구 산월동 산67,,1,200만,360도,30일,2016,35.19701,126.849951,2023-06-30
광주광역시 사회재난과,광산구 선암동 571,광산구 동곡로 735,2,200만,360도,30일,2018,35.147384,126.777554,2023-06-30
광주광역시 사회재난과,광산구 선암동 571,광산구 동곡로 735,1,200만,360도,30일,2016,35.147384,126.777554,2023-06-30
광주광역시 사회재난과,광산구 월전동 1184,광산구 월전로 22-69,2,200만,360도,30일,2018,35.121547,126.779114,2023-06-30
광주광역시 사회재난과,광산구 월전동 1184,광산구 월전로 22-69,1,200만,360도,30일,2016,35.121547,126.779114,2023-06-30
광주광역시 사회재난과,광산구 삼거동 648,,2,200만,360도,30일,2018,35.166537,126.666949,2023-06-30
광주광역시 사회재난과,광산구 삼거동 648,,1,200만,360도,30일,2016,35.166537,126.666949,2023-06-30
광주광역시 사회재난과,광산구 산정동 369-1,광산구 하남지실길 287,2,200만,360도,30일,2018,35.174569,126.794193,2023-06-30
광주광역시 사회재난과,광산구 산정동 369-1,광산구 하남지실길 287,1,200만,360도,30일,2016,35.174569,126.794193,2023-06-30
광주광역시 사회재난과,광산구 월곡동 526-6,광산구 산정공원로10번길 17,2,200만,360도,30일,2018,35.16978,126.807885,2023-06-30
광주광역시 사회재난과,광산구 월곡동 526-6,광산구 산정공원로10번길 17,1,200만,360도,30일,2016,35.16978,126.807885,2023-06-30
광주광역시 사회재난과,광산구 동호동 905-1,광산구 본동로 320,1,200만,360도,30일,2018,35.183205,126.679565,2023-06-30
광주광역시 사회재난과,광산구 동호동 905-1,광산구 본동로 320,1,200만,360도,30일,2016,35.183205,126.679565,2023-06-30
광주광역시 사회재난과,광산구 등임동 55,,1,200만,360도,30일,2018,35.189253,126.763489,2023-06-30
광주광역시 사회재난과,광산구 등임동 55,,1,200만,360도,30일,2016,35.189253,126.763489,2023-06-30
광주광역시 사회재난과,광산구 도산동 58-3,,3,200만,360도,30일,2018,35.131641,126.798041,2023-06-30
광주광역시 사회재난과,광산구 박호동 460-3,광산구 박뫼안길 6,4,200만,360도,30일,2018,35.16867173,126.742817,2023-06-30
광주광역시 사회재난과,광산구 산정동 100-2,광산구 목련로2번길 29-31,3,200만,360도,30일,2018,35.172183,126.798948,2023-06-30
광주광역시 사회재난과,광산구 선암동 160,광산구 어등대로534번길 49,3,200만,360도,30일,2018,35.14771743,126.7803255,2023-06-30
광주광역시 사회재난과,광산구 선암동 420,광산구 어등대로449번길 65,2,200만,360도,30일,2018,35.153664,126.771403,2023-06-30
광주광역시 사회재난과,광산구 선암동 738 ,광산구 선운로 18,3,200만,360도,30일,2018,35.148815,126.771525,2023-06-30
광주광역시 사회재난과,광산구 송정동 270-28,광산구 용보로23번길 8,4,200만,360도,30일,2018,35.136828,126.942099,2023-06-30
광주광역시 사회재난과,광산구 송정동 270-28,광산구 용보로23번길 8,1,200만,360도,30일,2019,35.136828,126.942099,2023-06-30
광주광역시 사회재난과,광산구 우산동 1037-4,광산구 사암로130번길 111,4,200만,360도,30일,2018,35.15579991,126.8139115,2023-06-30
광주광역시 사회재난과,광산구 신가동 964-8,광산구 목련로397번길 9,3,200만,360도,30일,2018,35.184085,126.832143,2023-06-30
광주광역시 사회재난과,광산구 신창동 909-10,광산구 신가매결길 89-1,3,200만,360도,30일,2018,35.188636,126.8412,2023-06-30
광주광역시 사회재난과,광산구 우산동 1572-7,광산구 월곡산정로 20-59,2,200만,360도,30일,2018,35.130997,126.939283,2023-06-30
광주광역시 사회재난과,광산구 운남동 523-9,광산구 목련로253번길 24,2,200만,360도,30일,2018,35.174597,126.824547,2023-06-30
광주광역시 사회재난과,광산구 운남동 777-5,광산구 목련로273번길 16,3,200만,360도,30일,2018,35.75303,126.82651,2023-06-30
광주광역시 사회재난과,광산구 월곡동 611-18,광산구 월곡중앙로 2,4,200만,360도,30일,2018,35.166457,126.810744,2023-06-30
광주광역시 사회재난과,광산구 월곡동 611-18,광산구 월곡중앙로 2,1,200만,360도,30일,2019,35.166457,126.810744,2023-06-30
광주광역시 사회재난과,광산구 장덕동 1261,광산구 풍영로228번길 40,3,200만,360도,30일,2018,35.094074,126.96283,2023-06-30
광주광역시 사회재난과,남구 백운동 653-78,남구 회재로1249번길 13,1,200만,360도,30일,2018,35.13523849,126.8965599,2023-06-30
광주광역시 사회재난과,남구 백운동 653-78,남구 회재로1249번길 13,2,200만,360도,30일,2018,35.13523849,126.8965599,2023-06-30
광주광역시 사회재난과,광산구 월곡동 539,광산구 산정공원로 27-5,3,200만,360도,30일,2018,35.16915261,126.8067106,2023-06-30
광주광역시 사회재난과,동구 학동 901-50,동구 남문로701번길 15-1,2,200만,360도,30일,2018,35.13233158,126.9266491,2023-06-30
광주광역시 사회재난과,서구 화정동 842-1,서구 월드컵4강로42번길 23-26,2,200만,360도,30일,2018,35.14257841,126.8780654,2023-06-30
광주광역시 사회재난과,서구 화정동 842-1,서구 월드컵4강로42번길 23-26,1,200만,360도,30일,2016,35.14257841,126.8780654,2023-06-30
광주광역시 사회재난과,서구 농성동 643-14,서구 대남대로450번길 11-1,3,200만,360도,30일,2018,35.15097613,126.8878421,2023-06-30
광주광역시 사회재난과,서구 농성동 643-14,서구 대남대로450번길 11-1,1,200만,360도,30일,2016,35.15097613,126.8878421,2023-06-30
광주광역시 사회재난과,서구 화정동 425-6,서구 염화로 23-20,1,200만,360도,30일,2018,35.13590172,126.8722611,2023-06-30
광주광역시 사회재난과,서구 화정동 425-6,서구 염화로 23-20,1,200만,360도,30일,2016,35.13590172,126.8722611,2023-06-30
광주광역시 사회재난과,남구 진월동 245-32,남구 진제4길 12,1,200만,360도,30일,2018,35.11554525,126.9020337,2023-06-30
광주광역시 사회재난과,남구 진월동 245-32,남구 진제4길 12,1,200만,360도,30일,2016,35.11554525,126.9020337,2023-06-30
광주광역시 사회재난과,북구 누문동 100-1,북구 독립로237번길 22,2,200만,360도,30일,2018,35.15375969,126.9080236,2023-06-30
광주광역시 사회재난과,북구 누문동 100-1,북구 독립로237번길 22,1,200만,360도,30일,2016,35.15375969,126.9080236,2023-06-30
광주광역시 사회재난과,광산구 박호동 산165-1,,1,200만,360도,30일,2018,35.16251598,126.7395291,2023-06-30
광주광역시 사회재난과,광산구 박호동 산165-1,,1,200만,360도,30일,2016,35.16251598,126.7395291,2023-06-30
광주광역시 사회재난과,광산구 도천동 624-1,,1,200만,360도,30일,2018,35.20876806,126.8126922,2023-06-30
광주광역시 사회재난과,광산구 운남동 780-1,,1,200만,360도,30일,2018,35.17877877,126.8125152,2023-06-30
광주광역시 사회재난과,광산구 운남동 780-1,,1,200만,360도,30일,2016,35.17877877,126.8125152,2023-06-30
광주광역시 사회재난과,광산구 운남동 780-1,,1,200만,360도,30일,2018,35.17877877,126.8125152,2023-06-30
광주광역시 사회재난과,광산구 장덕동 1037,광산구 풍영로329번길 50,1,200만,360도,30일,2018,35.20150008,126.8111609,2023-06-30
광주광역시 사회재난과,남구 진월동 542-2,남구 화산로 32,2,200만,360도,30일,2018,35.11148289,126.8992975,2023-06-30
광주광역시 사회재난과,북구 용봉동 1048-5,북구 비엔날레로93번길 24,3,200만,360도,30일,2018,35.18040311,126.8888396,2023-06-30
광주광역시 사회재난과,북구 문흥동 919,북구 평교로 42,3,200만,360도,30일,2018,35.18163077,126.925374,2023-06-30
광주광역시 사회재난과,북구 삼각동 489-11,북구 설죽로440번길 6,3,200만,360도,30일,2018,35.19847427,126.9006145,2023-06-30
광주광역시 사회재난과,북구 운암동 841-3,북구 동운로201번길 54,4,200만,360도,30일,2018,35.17467886,126.8744952,2023-06-30
광주광역시 사회재난과,북구 운암동 1762,북구 서강로 156,3,200만,360도,30일,2018,35.18352657,126.877795,2023-06-30
광주광역시 사회재난과,북구 운암동 68,북구 황계로 34,2,200만,360도,30일,2018,35.1756366,126.8776584,2023-06-30
광주광역시 사회재난과,북구 임동 149-26,북구 무등로88번길 40,3,200만,360도,30일,2018,35.1666837,126.8925683,2023-06-30
광주광역시 사회재난과,북구 문흥동 75,북구 오문로 255,2,200만,360도,30일,2018,35.18990934,126.9325949,2023-06-30
광주광역시 사회재난과,북구 일곡동 268-3,북구 일곡로 45-9,2,200만,360도,30일,2018,35.20842984,126.893161,2023-06-30
광주광역시 사회재난과,북구 신용동 624-65,,2,200만,360도,30일,2018,35.20854599,126.8676962,2023-06-30
광주광역시 사회재난과,북구 연제동 566-5,북구 빛고을대로 522,2,200만,360도,30일,2018,35.20854818,126.8676935,2023-06-30
광주광역시 사회재난과,북구 신용동 541,북구 임방울대로 1008-7,2,200만,360도,30일,2018,35.21212147,126.8675138,2023-06-30
광주광역시 사회재난과,북구 신용동 541,북구 임방울대로 1008-7,1,200만,360도,30일,2018,35.21212147,126.8675138,2023-06-30
광주광역시 사회재난과,북구 문흥동 787-6,북구 호동로 99,2,200만,360도,30일,2018,35.18106575,126.918742,2023-06-30
광주광역시 사회재난과,북구 매곡동 46-3,북구 중외길25번길 1,1,200만,360도,30일,2019,35.89314664,126.1887843,2023-06-30
광주광역시 사회재난과,북구 매곡동 46-3,북구 중외길25번길 1,2,200만,360도,30일,2020,35.89314664,126.1887843,2023-06-30
광주광역시 사회재난과,북구 용봉동 1204-20,북구 용주로30번길 104-31,1,200만,360도,30일,2019,35.18281728,126.905281,2023-06-30
광주광역시 사회재난과,북구 용봉동 1204-20,,2,200만,360도,30일,2020,35.18281728,126.905281,2023-06-30
광주광역시 사회재난과,남구 노대동 870,,1,200만,360도,30일,2018,35.10087577,126.9053101,2023-06-30
광주광역시 사회재난과,남구 노대동 870,,1,200만,360도,30일,2019,35.10087577,126.9053101,2023-06-30
광주광역시 사회재난과,동구 동명동 249-10,동구 동계천로95번길 31-14,3,200만,360도,30일,2019,35.15368846,126.9211194,2023-06-30
광주광역시 사회재난과,동구 산수동 495-18,동구 동계로15번길 14,3,200만,360도,30일,2019,35.15392969,126.9232839,2023-06-30
광주광역시 사회재난과,동구 동명동 207-78,동구 동계로13번길 11,3,200만,360도,30일,2019,35.15321038,126.9231927,2023-06-30
광주광역시 사회재난과,남구 월산동 905-1,남구 경열로76번길 11-6,3,200만,360도,30일,2019,35.1502937,126.8944399,2023-06-30
광주광역시 사회재난과,남구 월산동 560-14,,3,200만,360도,30일,2019,35.1463635,126.8954024,2023-06-30
광주광역시 사회재난과,서구 농성동 625-24,서구 월산로151번길 18,3,200만,360도,30일,2019,35.150934,126.8945682,2023-06-30
광주광역시 사회재난과,남구 월산동 907-3,남구 경열로66번길 9,2,200만,360도,30일,2019,35.15041445,126.8933505,2023-06-30
광주광역시 사회재난과,남구 월산동 977-7,남구 월광2길 20,4,200만,360도,30일,2019,35.1455564,126.893734,2023-06-30
광주광역시 사회재난과,남구 월산동 938-17,남구 금화로456번길 19,4,200만,360도,30일,2019,35.14670125,126.8937475,2023-06-30
광주광역시 사회재난과,남구 월산동 980-1,남구 월광1길 22,4,200만,360도,30일,2019,35.1448308,126.8947404,2023-06-30
광주광역시 사회재난과,남구 월산동 913-8,남구 경열로54번길 24,2,200만,360도,30일,2019,35.14853912,126.8921247,2023-06-30
광주광역시 사회재난과,남구 월산동 917-41,남구 대남대로410번길 9,3,200만,360도,30일,2019,35.14794917,126.890215,2023-06-30
광주광역시 사회재난과,남구 월산동 976-14,남구 대남대로372번안길 4,3,200만,360도,30일,2019,35.1453264,126.8930806,2023-06-30
광주광역시 사회재난과,남구 월산동 946-26,남구 월광길 53,2,200만,360도,30일,2019,35.146307,126.8920119,2023-06-30
광주광역시 사회재난과,남구 월산동 984-16,남구 금화로440번길 19,4,200만,360도,30일,2019,35.14388295,126.8926531,2023-06-30
광주광역시 사회재난과,남구 월산동 533-122,남구 금화로446번가길 8,2,200만,360도,30일,2019,35.1452687,126.8953056,2023-06-30
광주광역시 사회재난과,동구 지산동 675-35,동구 동계로67번길 20,4,200만,360도,30일,2019,35.1527464,126.92662,2023-06-30
광주광역시 사회재난과,동구 계림동 518-7,동구 참판로6번길 6,3,200만,360도,30일,2019,35.15989994,126.927172,2023-06-30
광주광역시 사회재난과,동구 계림동 528-5,동구 중흥로213번길 13-1,4,200만,360도,30일,2019,35.16109284,126.9177816,2023-06-30
광주광역시 사회재난과,동구 산수동 363-30,동구 동계로12번길 11-1,3,200만,360도,30일,2019,35.15298345,126.9255439,2023-06-30
광주광역시 사회재난과,남구 백운동 639-11,남구 독립로 27-9,2,200만,360도,30일,2019,35.13605058,126.9012497,2023-06-30
광주광역시 사회재난과,남구 진월동 274-10,남구 독립로 27-9,3,200만,360도,30일,2019,35.1190356,126.8975689,2023-06-30
광주광역시 사회재난과,서구 광천동 693-16,,3,200만,360도,30일,2019,35.16901066,126.8759284,2023-06-30
광주광역시 사회재난과,서구 치평동 1166-2,서구 치평로 105,2,200만,360도,30일,2019,35.1575838,126.8472965,2023-06-30
광주광역시 사회재난과,서구 쌍촌동 523,서구 운천로154번길 39,3,200만,360도,30일,2019,35.14639535,126.8615974,2023-06-30
광주광역시 사회재난과,서구 쌍촌동 479-12,,4,200만,360도,30일,2019,35.14531424,126.8606318,2023-06-30
광주광역시 사회재난과,서구 금호동 328-1,서구 금호운천길 15,2,200만,360도,30일,2019,35.13627749,126.8571422,2023-06-30
광주광역시 사회재난과,서구 금호동 341-8,서구 금호심곡길 5,2,200만,360도,30일,2019,35.13457095,126.8551574,2023-06-30
광주광역시 사회재난과,서구 금호동 555,서구 금호만호길 55,3,200만,360도,30일,2019,35.13261431,126.8515659,2023-06-30
광주광역시 사회재난과,서구 금호동 237-2,서구 화개1로 69,2,200만,360도,30일,2019,35.13016625,126.8550367,2023-06-30
광주광역시 사회재난과,서구 풍암동 1057,서구 풍암순환로 70,3,200만,360도,30일,2019,35.12113455,126.878227,2023-06-30
광주광역시 사회재난과,동구 내남동 299-5,동구 남계길 37,3,200만,360도,30일,2019,35.09349599,126.9406081,2023-06-30
광주광역시 사회재난과,동구 내남동 299-5,동구 남계길 37,3,200만,360도,30일,2019,35.09369671,126.9396712,2023-06-30
광주광역시 사회재난과,동구 용산동 445-3,,3,200만,360도,30일,2019,35.11716234,126.922506,2023-06-30
광주광역시 사회재난과,동구 월남동 136-7,동구 주남길 20-10,3,200만,360도,30일,2019,35.10174932,126.9420073,2023-06-30
광주광역시 사회재난과,동구 산수동 361-1,동구 경양로 340,3,200만,360도,30일,2019,35.1538456,126.9263809,2023-06-30
광주광역시 사회재난과,광산구 하남동 1038,광산구 하남대로 47,2,200만,360도,30일,2019,35.1809517,126.7984021,2023-06-30
광주광역시 사회재난과,광산구 흑석동 313-5,,1,200만,360도,30일,2019,35.1834444,126.802552,2023-06-30
광주광역시 사회재난과,광산구 흑석동 313-5,,3,200만,360도,30일,2020,35.1834444,126.802552,2023-06-30
광주광역시 사회재난과,광산구 하남동 1157,,2,200만,360도,30일,2019,35.183956,126.79879,2023-06-30
광주광역시 사회재난과,광산구 하남동 1157,,1,200만,360도,30일,2020,35.183956,126.79879,2023-06-30
광주광역시 사회재난과,북구 우산동 228-1,북구 동문대로 141,4,200만,360도,30일,2019,35.175744,126.926208,2023-06-30
광주광역시 사회재난과,북구 동림동 1159-1,북구 동림용산로 12-15,3,200만,360도,30일,2019,35.18869554,126.8688474,2023-06-30
광주광역시 사회재난과,북구 신안동 353-16,북구 서암대로90번길 15,3,200만,360도,30일,2019,35.17070066,126.8935633,2023-06-30
광주광역시 사회재난과,북구 신안동 262-28,북구 무등로164번길 24-12,2,200만,360도,30일,2019,35.165266,126.90057,2023-06-30
광주광역시 사회재난과,북구 중흥동 687-3,북구 중흥로174번길 2,4,200만,360도,30일,2019,35.161293,126.9129,2023-06-30
광주광역시 사회재난과,북구 임동 13-9,북구 중가로3번길 20,3,200만,360도,30일,2019,35.161581,126.901356,2023-06-30
광주광역시 사회재난과,북구 신안동 142-3,북구 중흥로 82,4,200만,360도,30일,2019,35.16398509,126.9032172,2023-06-30
광주광역시 사회재난과,북구 중흥동 685-1,북구 중흥로 164,4,200만,360도,30일,2019,35.16162349,126.9117359,2023-06-30
광주광역시 사회재난과,북구 임동 104-68,,3,200만,360도,30일,2019,35.16608694,126.8889399,2023-06-30
광주광역시 사회재난과,북구 유동 103-23,북구 중가로51번길 25,4,200만,360도,30일,2019,35.16059068,126.9063473,2023-06-30
광주광역시 사회재난과,동구 호남동 39-1,동구 중앙로 154,2,200만,360도,30일,2019,35.14803146,126.9128168,2023-06-30
광주광역시 사회재난과,서구 치평동 1225,,4,200만,360도,30일,2019,35.15604876,126.8546565,2023-06-30
광주광역시 사회재난과,남구 월산동 964-1,남구 대남대로 377,4,200만,360도,30일,2019,35.14546762,126.8902728,2023-06-30
광주광역시 사회재난과,남구 백운동 217,남구 독립로 51,3,200만,360도,30일,2019,35.13796425,126.9014711,2023-06-30
광주광역시 사회재난과,북구 지야동 777-1,북구 신용산길 306,3,200만,360도,30일,2019,35.2373611,126.8780571,2023-06-30
광주광역시 사회재난과,광산구 흑석동 691,,2,200만,360도,30일,2019,35.1853521,126.7975462,2023-06-30
광주광역시 사회재난과,광산구 흑석동 784,,1,200만,360도,30일,2019,35.18534214,126.8058908,2023-06-30
광주광역시 사회재난과,광산구 흑석동 784,,2,200만,360도,30일,2020,35.18534214,126.8058908,2023-06-30
광주광역시 사회재난과,동구 동명동 200-153,동구 동계로1번길 9,3,200만,360도,30일,2019,35.15202948,126.9230548,2023-06-30
광주광역시 사회재난과,동구 동명동 200-153,동구 동계로1번길 9,1,200만,360도,30일,2016,35.15202948,126.9230548,2023-06-30
