관리기관명,소재지지번주소,소재지도로명주소,카메라대수,카메라화소,촬영방면정보,보관일수,설치연도,위도,경도,데이터기준일자
광주광역시 사회재난과,북구 본촌동 3073,북구 양산택지로 74,1,200만,360도,30일,2017,35.21249002,126.8812003,2023-06-30
광주광역시 사회재난과,북구 본촌동 3073,북구 양산택지로 74,2,200만,360도,30일,2019,35.21249002,126.8812003,2023-06-30
광주광역시 사회재난과,북구 연제동 1009,북구 양일로 52-1,1,200만,360도,30일,2016,35.19594941,126.8705541,2023-06-30
광주광역시 사회재난과,북구 연제동 1009,북구 양일로 52-1,2,200만,360도,30일,2020,35.19594941,126.8705541,2023-06-30
광주광역시 사회재난과,북구 임동 135-12,북구 중흥로 5,1,200만,360도,30일,2016,35.165553,126.895366,2023-06-30
광주광역시 사회재난과,북구 임동 135-12,북구 중흥로 5,2,200만,360도,30일,2019,35.165553,126.895366,2023-06-30
광주광역시 사회재난과,북구 임동 186-2,북구 자동차로47번길 83,1,200만,360도,30일,2016,35.16432055,126.8966803,2023-06-30
광주광역시 사회재난과,북구 임동 186-2,북구 자동차로47번길 83,1,200만,360도,30일,2019,35.16432055,126.8966803,2023-06-30
광주광역시 사회재난과,북구 두암동 319-10,북구 군왕로51번길 9,2,200만,360도,30일,2016,35.16641077,126.9314668,2023-06-30
광주광역시 사회재난과,북구 지야동 809-10,,1,200만,360도,30일,2016,35.22952341,126.8924509,2023-06-30
광주광역시 사회재난과,북구 지야동 809-10,,3,200만,360도,30일,2020,35.22952341,126.8924509,2023-06-30
광주광역시 사회재난과,북구 두암동 601-1,북구 참판로 204-1,1,200만,360도,30일,2016,35.175942,126.934345,2023-06-30
광주광역시 사회재난과,북구 두암동 601-1,북구 참판로 204-1,3,200만,360도,30일,2019,35.175942,126.934345,2023-06-30
광주광역시 사회재난과,북구 임동 153-6,북구 서림로 25,1,200만,360도,30일,2016,35.16749268,126.8913357,2023-06-30
광주광역시 사회재난과,북구 임동 153-6,북구 서림로 25,3,200만,360도,30일,2019,35.16749268,126.8913357,2023-06-30
광주광역시 사회재난과,북구 신안동 234-1,북구 서암대로132번길 13,1,200만,360도,30일,2016,35.169384,126.898536,2023-06-30
광주광역시 사회재난과,북구 신안동 234-1,북구 서암대로132번길 13,3,200만,360도,30일,2019,35.169384,126.898536,2023-06-30
광주광역시 사회재난과,북구 중흥동 326-11 ,북구 신흥로 8,1,200만,360도,30일,2016,35.16879231,126.907062,2023-06-30
광주광역시 사회재난과,북구 중흥동 326-11 ,북구 신흥로 8,2,200만,360도,30일,2019,35.16879231,126.907062,2023-06-30
광주광역시 사회재난과,북구 중흥동 802-20,북구 서암대로289번길 21,1,200만,360도,30일,2016,35.16688125,126.9156853,2023-06-30
광주광역시 사회재난과,북구 중흥동 802-20,북구 서암대로289번길 21,2,200만,360도,30일,2019,35.16688125,126.9156853,2023-06-30
광주광역시 사회재난과,북구 유동 8-9,북구 경열로 216,1,200만,360도,30일,2016,35.15830907,126.9067577,2023-06-30
광주광역시 사회재난과,북구 유동 8-9,북구 경열로 216,2,200만,360도,30일,2019,35.15830907,126.9067577,2023-06-30
광주광역시 사회재난과,북구 문흥동 992-7,북구 문산로62번길 11,1,200만,360도,30일,2016,35.186326,126.925359,2023-06-30
광주광역시 사회재난과,북구 문흥동 992-7,북구 문산로62번길 11,2,200만,360도,30일,2019,35.186326,126.925359,2023-06-30
광주광역시 사회재난과,북구 우산동 201-12,북구 동문대로111번길 37,1,200만,360도,30일,2016,35.17376536,126.9233645,2023-06-30
광주광역시 사회재난과,북구 우산동 201-12,북구 동문대로111번길 37,2,200만,360도,30일,2019,35.17376536,126.9233645,2023-06-30
광주광역시 사회재난과,북구 우산동 196-1,북구 서방로73번길 92,1,200만,360도,30일,2016,35.17600096,126.9223134,2023-06-30
광주광역시 사회재난과,북구 우산동 196-1,북구 서방로73번길 92,2,200만,360도,30일,2019,35.17600096,126.9223134,2023-06-30
광주광역시 사회재난과,북구 두암동 917-10,북구 삼정소로길 30,1,200만,360도,30일,2016,35.171269,126.937016,2023-06-30
광주광역시 사회재난과,북구 두암동 917-10,북구 삼정소로길 30,1,200만,360도,30일,2019,35.171269,126.937016,2023-06-30
광주광역시 사회재난과,북구 풍향동 600-1,북구 풍동길 26-2,1,200만,360도,30일,2016,35.165933,126.922442,2023-06-30
광주광역시 사회재난과,북구 풍향동 600-1,북구 풍동길 26-2,3,200만,360도,30일,2019,35.165933,126.922442,2023-06-30
광주광역시 사회재난과,북구 각화동 586,북구 각화대로 93,1,200만,360도,30일,2016,35.17916608,126.9402826,2023-06-30
광주광역시 사회재난과,북구 각화동 586,북구 각화대로 93,2,200만,360도,30일,2019,35.17916608,126.9402826,2023-06-30
광주광역시 사회재난과,북구 문흥동 947-2,북구 능안로30번길 6,1,200만,360도,30일,2016,35.18803567,126.9175636,2023-06-30
광주광역시 사회재난과,북구 문흥동 947-2,북구 능안로30번길 6,2,200만,360도,30일,2019,35.18803567,126.9175636,2023-06-30
광주광역시 사회재난과,북구 문흥동 787-1,북구 면앙로31번길 10,1,200만,360도,30일,2016,35.18224598,126.9169861,2023-06-30
광주광역시 사회재난과,북구 문흥동 787-1,북구 면앙로31번길 10,2,200만,360도,30일,2020,35.18224598,126.9169861,2023-06-30
광주광역시 사회재난과,북구 장등동 240-1,,1,200만,360도,30일,2016,35.21448634,126.9332214,2023-06-30
광주광역시 사회재난과,북구 장등동 240-1,,3,200만,360도,30일,2019,35.21448634,126.9332214,2023-06-30
광주광역시 사회재난과,북구 용봉동 1209-12,북구 용주로30번길 64,1,200만,360도,30일,2017,35.180653,126.904186,2023-06-30
광주광역시 사회재난과,북구 용봉동 1209-12,북구 용주로30번길 64,2,200만,360도,30일,2020,35.180653,126.904186,2023-06-30
광주광역시 사회재난과,북구 각화동 46-1,,1,200만,360도,30일,2017,35.18396309,126.9408062,2023-06-30
광주광역시 사회재난과,북구 각화동 46-1,,2,200만,360도,30일,2020,35.18396309,126.9408062,2023-06-30
광주광역시 사회재난과,북구 임동 192-1,북구 중흥로 52,2,200만,360도,30일,2017,35.164715,126.899945,2023-06-30
광주광역시 사회재난과,북구 임동 192-1,북구 중흥로 52,2,200만,360도,30일,2019,35.164715,126.899945,2023-06-30
광주광역시 사회재난과,동구 산수동 359-9,동구 동명로67번길 22-44,1,200만,360도,30일,2017,35.15370545,126.9269758,2023-06-30
광주광역시 사회재난과,동구 산수동 359-9,동구 동명로67번길 22-44,2,200만,360도,30일,2020,35.15370545,126.9269758,2023-06-30
광주광역시 사회재난과,동구 산수동 358-21,,1,200만,360도,30일,2017,35.15321088,126.9271006,2023-06-30
광주광역시 사회재난과,동구 산수동 358-21,,3,200만,360도,30일,2020,35.15321088,126.9271006,2023-06-30
광주광역시 사회재난과,광산구 장수동 664-10,,6,200만,360도,30일,2016,35.18050129,126.7933134,2023-06-30
광주광역시 사회재난과,동구 산수동 484-3,동구 경양로321번길 24,3,200만,360도,30일,2017,35.1816818,126.7906401,2023-06-30
광주광역시 사회재난과,동구 산수동 534-21,동구 필문대로145번길 1-22,2,200만,360도,30일,2017,35.15840427,126.9319794,2023-06-30
광주광역시 사회재난과,동구 산수동 570-1,동구 밤실로136번길 4-1,2,200만,360도,30일,2017,35.15960632,126.9359962,2023-06-30
광주광역시 사회재난과,동구 산수동 514-26,동구 필문대로191번길 37-3,2,200만,360도,30일,2017,35.15352555,126.9355007,2023-06-30
광주광역시 사회재난과,동구 산수동 514-26,동구 필문대로191번길 37-3,2,200만,360도,30일,2020,35.15352555,126.9355007,2023-06-30
광주광역시 사회재난과,동구 궁동 38-12,동구 예술길 25-1,1,200만,360도,30일,2017,35.1495859,126.9190448,2023-06-30
광주광역시 사회재난과,동구 궁동 38-12,동구 예술길 25-1,2,200만,360도,30일,2020,35.1495859,126.9190448,2023-06-30
광주광역시 사회재난과,광산구 산정동 947-18,광산구 산정로 58,2,200만,360도,30일,2017,35.17172031,126.8043802,2023-06-30
광주광역시 사회재난과,광산구 신가동 961-1 ,광산구 수등로 205,2,200만,360도,30일,2017,35.18527939,126.8312207,2023-06-30
광주광역시 사회재난과,광산구 진곡동 238-3,,2,200만,360도,30일,2017,35.21000081,126.7897057,2023-06-30
광주광역시 사회재난과,광산구 신창동 855-5,광산구 목련로382번길 114-1,2,200만,360도,30일,2017,35.18039353,126.8379048,2023-06-30
광주광역시 사회재난과,광산구 월곡동 569-6,광산구 월곡로39번길 32-16,2,200만,360도,30일,2017,35.17015494,126.8144288,2023-06-30
광주광역시 사회재난과,광산구 월곡동 490-8,광산구 산정공원로82번길 12,2,200만,360도,30일,2017,35.17468386,126.807682,2023-06-30
광주광역시 사회재난과,광산구 도산동 928-1,광산구 송정로52번길 10-8,2,200만,360도,30일,2017,35.13499209,126.795669,2023-06-30
광주광역시 사회재난과,광산구 도산동 1225-27 ,,2,200만,360도,30일,2017,35.129365,126.783848,2023-06-30
광주광역시 사회재난과,광산구 복룡동 566,,2,200만,360도,30일,2017,35.12042749,126.7818468,2023-06-30
광주광역시 사회재난과,광산구 양산동 327 ,광산구 본량신평길 112-2,2,200만,360도,30일,2017,35.198773,126.683842,2023-06-30
광주광역시 사회재난과,광산구 도천동 122-6 ,,2,200만,360도,30일,2017,35.212751,126.825743,2023-06-30
광주광역시 사회재난과,광산구 월계동 756-5 ,광산구 첨단중앙로181번길 42-5,2,200만,360도,30일,2017,35.22129875,126.8359632,2023-06-30
광주광역시 사회재난과,광산구 송정동 749 ,광산구 광산로77번길 35,2,200만,360도,30일,2017,35.14251,126.798527,2023-06-30
광주광역시 사회재난과,광산구 송정동 749 ,광산구 광산로77번길 35,1,200만,360도,30일,2019,35.14251,126.798527,2023-06-30
광주광역시 사회재난과,광산구 송정동 566-1 ,광산구 광산로68번길 41,2,200만,360도,30일,2017,35.13938385,126.7999218,2023-06-30
광주광역시 사회재난과,광산구 수완동 1706 ,,2,200만,360도,30일,2017,35.18859529,126.8303605,2023-06-30
광주광역시 사회재난과,광산구 신창동 853-47 ,광산구 풍영정길 29,2,200만,360도,30일,2017,35.17968503,126.8385092,2023-06-30
광주광역시 사회재난과,광산구 신창동 557-13,,2,200만,360도,30일,2017,35.19483,126.850313,2023-06-30
광주광역시 사회재난과,광산구 신촌동 1067-13,광산구 신흥동길 25,2,200만,360도,30일,2017,35.14488842,126.801242,2023-06-30
광주광역시 사회재난과,광산구 선암동 392-1 ,광산구 어등대로459번길 69,2,200만,360도,30일,2017,35.15401304,126.7734152,2023-06-30
광주광역시 사회재난과,광산구 우산동 1074-1 ,광산구 우산로96번길 66,2,200만,360도,30일,2017,35.15351541,126.8104368,2023-06-30
광주광역시 사회재난과,광산구 월곡동 58-7,광산구 월곡중앙로1번길 10,2,200만,360도,30일,2017,35.166521,126.809704,2023-06-30
광주광역시 사회재난과,광산구 산정동 937-8 ,광산구 산정공원로 59,2,200만,360도,30일,2017,35.17297851,126.8061654,2023-06-30
광주광역시 사회재난과,광산구 산막동 303-15,,2,200만,360도,30일,2017,35.19854763,126.7668612,2023-06-30
광주광역시 사회재난과,광산구 월계동 758-6 ,광산구 첨단중앙로 153,2,200만,360도,30일,2017,35.21817063,126.8402627,2023-06-30
광주광역시 사회재난과,광산구 산월동 885-3 ,광산구 산월로 81,2,200만,360도,30일,2017,35.210166,126.84541,2023-06-30
광주광역시 사회재난과,광산구 월전동 1061 ,광산구 월전로 11,2,200만,360도,30일,2017,35.120673,126.777173,2023-06-30
광주광역시 사회재난과,광산구 하남동 641 ,,2,200만,360도,30일,2017,35.17581038,126.7970184,2023-06-30
광주광역시 사회재난과,광산구 월곡동 55-8 ,광산구 월곡중앙로13번길 28,2,200만,360도,30일,2017,35.16774095,126.8092785,2023-06-30
광주광역시 사회재난과,광산구 월계동 765-8 ,광산구 월계로 117-22,2,200만,360도,30일,2017,35.215479,126.8381662,2023-06-30
광주광역시 사회재난과,광산구 산정동 1061 ,,2,200만,360도,30일,2017,35.1727097,126.8015227,2023-06-30
광주광역시 사회재난과,광산구 신창동 337-2 ,,2,200만,360도,30일,2017,35.1897,126.849083,2023-06-30
광주광역시 사회재난과,광산구 비아동 66-48,광산구 비아동원촌길 57-2,2,200만,360도,30일,2017,35.221434,126.827602,2023-06-30
광주광역시 사회재난과,광산구 월계동 850-20,광산구 산월로 25-10,2,200만,360도,30일,2017,35.209294,126.84006,2023-06-30
광주광역시 사회재난과,광산구 운남동 303-4,광산구 목련로253번길 72,2,200만,360도,30일,2017,35.17509776,126.8214,2023-06-30
광주광역시 사회재난과,광산구 수완동 1645 ,광산구 수완로52번길 30-1,2,200만,360도,30일,2017,35.190441,126.830452,2023-06-30
광주광역시 사회재난과,남구 월산동 25-2,남구 구성로76번길 6,1,200만,360도,30일,2017,35.1486725,126.9033524,2023-06-30
광주광역시 사회재난과,남구 월산동 25-5,남구 구성로76번길 2-9,1,200만,360도,30일,2017,35.1488524,126.9028132,2023-06-30
광주광역시 사회재난과,남구 월산동 41-2,남구 구성로78번길 22,2,200만,360도,30일,2017,35.14710361,126.9031077,2023-06-30
광주광역시 사회재난과,남구 월산동 41-2,남구 구성로78번길 22,2,200만,360도,30일,2019,35.14710361,126.9031077,2023-06-30
광주광역시 사회재난과,남구 월산동 45-7,남구 덕림길 18,3,200만,360도,30일,2017,35.14730959,126.9014918,2023-06-30
광주광역시 사회재난과,남구 월산동 160-12,남구 중앙로6번길 7,2,200만,360도,30일,2017,35.14441303,126.8993634,2023-06-30
광주광역시 사회재난과,남구 월산동 160-12,남구 중앙로6번길 7,1,200만,360도,30일,2019,35.14441303,126.8993634,2023-06-30
광주광역시 사회재난과,남구 월산동 210-4,,2,200만,360도,30일,2017,35.1469881,126.9002686,2023-06-30
광주광역시 사회재난과,남구 월산동 243-11,남구 월산로77번길 8,1,200만,360도,30일,2017,35.14466517,126.8974915,2023-06-30
광주광역시 사회재난과,남구 월산동 21-28,남구 구성로68번길 5,1,200만,360도,30일,2017,35.14953609,126.9023592,2023-06-30
광주광역시 사회재난과,남구 봉선동 1121-1,남구 대남대로159번길 7,2,200만,360도,30일,2017,35.13279809,126.9076851,2023-06-30
광주광역시 사회재난과,남구 노대동 397-1,남구 효덕로 128,2,200만,360도,30일,2017,35.0987,126.905524,2023-06-30
광주광역시 사회재난과,남구 노대동 837-3,,2,200만,360도,30일,2017,35.10444174,126.9087764,2023-06-30
광주광역시 사회재난과,남구 봉선동 129-13,,2,200만,360도,30일,2017,35.12351955,126.9141301,2023-06-30
광주광역시 사회재난과,남구 봉선동 산104-13,,2,200만,360도,30일,2017,35.12518104,126.9114573,2023-06-30
광주광역시 사회재난과,남구 서동 277-10,남구 제중로 116,2,200만,360도,30일,2017,35.14258896,126.9086559,2023-06-30
광주광역시 사회재난과,남구 방림동 54-15,남구 용대로140번길 10,2,200만,360도,30일,2017,35.12852075,126.9194663,2023-06-30
광주광역시 사회재난과,남구 월산동 614-3,남구 수박등로18번길 10-8,2,200만,360도,30일,2017,35.14160236,126.8968188,2023-06-30
광주광역시 사회재난과,동구 소태동 553-19,동구 학소로86번길 3-2,2,200만,360도,30일,2017,35.127733,126.934387,2023-06-30
광주광역시 사회재난과,서구 용두동 413-4,서구 용두길 38,2,200만,360도,30일,2017,35.09871,126.8191332,2023-06-30
광주광역시 사회재난과,동구 계림동 294-16 ,동구 구성로 262-9,2,200만,360도,30일,2017,35.15710863,126.9193187,2023-06-30
광주광역시 사회재난과,동구 대인동 55,동구 구성로194번길 15-21,2,200만,360도,30일,2017,35.1525492,126.915862,2023-06-30
광주광역시 사회재난과,동구 대인동 55,동구 구성로194번길 15-21,2,200만,360도,30일,2019,35.1525492,126.915862,2023-06-30
광주광역시 사회재난과,북구 운암동 945-1,북구 대자실로 14,2,200만,360도,30일,2017,35.17802723,126.8736892,2023-06-30
광주광역시 사회재난과,북구 삼각동 524,북구 설죽로389번길 69,2,200만,360도,30일,2017,35.19590177,126.8988595,2023-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,2,200만,360도,30일,2017,35.17288041,126.9278452,2023-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288041,126.9278452,2023-06-30
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288041,126.9278452,2023-06-30
광주광역시 사회재난과,북구 두암동 904-13,북구 참판로 115,2,200만,360도,30일,2017,35.16795267,126.9335501,2023-06-30
광주광역시 사회재난과,북구 우산동 3-20,북구 평교로18번길 53-1,2,200만,360도,30일,2017,35.17830828,126.927753,2023-06-30
광주광역시 사회재난과,북구 용봉동 609-21,북구 설죽로148번길 30,2,200만,360도,30일,2017,35.17364448,126.8971792,2023-06-30
광주광역시 사회재난과,북구 중흥동 644-24,북구 독립로375번길 3,2,200만,360도,30일,2017,35.16422754,126.9152335,2023-06-30
광주광역시 사회재난과,북구 중흥동 648-10,북구 독립로349번길 6,2,200만,360도,30일,2017,35.16202335,126.9142821,2023-06-30
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2017,35.20913132,126.8721782,2023-06-30
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2019,35.20913132,126.8721782,2023-06-30
광주광역시 사회재난과,북구 운암동 400-22,북구 운신북길 297,2,200만,360도,30일,2017,35.17129242,126.8893679,2023-06-30
광주광역시 사회재난과,북구 용강동 196-13,북구 용강마을길 97,2,200만,360도,30일,2017,35.2528115,126.9174146,2023-06-30
광주광역시 사회재난과,북구 매곡동 119-15,,2,200만,360도,30일,2017,35.191133,126.895617,2023-06-30
광주광역시 사회재난과,북구 연제동 217-10,북구 양일1로 50,2,200만,360도,30일,2017,35.1950125,126.8686987,2023-06-30
광주광역시 사회재난과,북구 신안동 211-23,북구 서양로41번길 13,2,200만,360도,30일,2017,35.170895,126.90608,2023-06-30
광주광역시 사회재난과,북구 두암동 811-9,북구 두방길 69-2,2,200만,360도,30일,2017,35.16661586,126.928677,2023-06-30
광주광역시 사회재난과,북구 문흥동 949-16,북구 대천로139번길 46,2,200만,360도,30일,2017,35.18765592,126.9187836,2023-06-30
광주광역시 사회재난과,서구 양동 282-2,서구 경열로103번길 6-3,2,200만,360도,30일,2017,35.1528226,126.8967129,2023-06-30
광주광역시 사회재난과,서구 농성동 653-24,서구 대남대로487번길 25,2,200만,360도,30일,2017,35.15064,126.884944,2023-06-30
광주광역시 사회재난과,서구 농성동 470-2,서구 내방로404번길 5,2,200만,360도,30일,2017,35.15786501,126.8853165,2023-06-30
광주광역시 사회재난과,서구 광천동 477-2,서구 천변좌로 20-3,2,200만,360도,30일,2017,35.16567389,126.8852946,2023-06-30
광주광역시 사회재난과,서구 서창동 531-6,서구 서창1길 15-26,2,200만,360도,30일,2017,35.10840544,126.8223983,2023-06-30
광주광역시 사회재난과,서구 화정동 750-21,서구 월드컵4강로164번길 19,2,200만,360도,30일,2017,35.15101282,126.8718392,2023-06-30
광주광역시 사회재난과,서구 동천동 553,서구 천변우하로 375,2,200만,360도,30일,2017,35.16875113,126.8613663,2023-06-30
광주광역시 사회재난과,서구 내방동 836-20,서구 월드컵4강로182번길 7,2,200만,360도,30일,2017,35.152281,126.870526,2023-06-30
광주광역시 사회재난과,서구 벽진동 402-1,서구 벽진길 1,2,200만,360도,30일,2017,35.133404,126.831691,2023-06-30
광주광역시 사회재난과,서구 쌍촌동 244,서구 월드컵4강로229번길 8-1,2,200만,360도,30일,2017,35.15648764,126.8682279,2023-06-30
광주광역시 사회재난과,서구 용두동 579-1,서구 서남길 18,2,200만,360도,30일,2017,35.093432,126.814798,2023-06-30
광주광역시 사회재난과,동구 계림동 885,동구 중흥로 199,2,200만,360도,30일,2017,35.1607267,126.9154945,2023-06-30
광주광역시 사회재난과,동구 계림동 885,동구 중흥로 199,2,200만,360도,30일,2019,35.1607267,126.9154945,2023-06-30
광주광역시 사회재난과,동구 내남동 323-8,,2,200만,360도,30일,2017,35.09597494,126.9387428,2023-06-30
광주광역시 사회재난과,동구 산수동 676,동구 갈마로 58,2,200만,360도,30일,2017,35.161408,126.936999,2023-06-30
광주광역시 사회재난과,동구 지산동 691-8,,2,200만,360도,30일,2017,35.14787735,126.9365479,2023-06-30
광주광역시 사회재난과,동구 충장로4가 11-2,동구 충장로 57,2,200만,360도,30일,2017,35.14967995,126.9143069,2023-06-30
광주광역시 사회재난과,동구 충장로4가 11-2,동구 충장로 57,1,200만,360도,30일,2019,35.14967995,126.9143069,2023-06-30
광주광역시 사회재난과,동구 산수동 516-5,동구 필문대로191번길 21-58,2,200만,360도,30일,2017,35.154195,126.933577,2023-06-30
광주광역시 사회재난과,동구 선교동 224,동구 남문로 162,2,200만,360도,30일,2017,35.08913387,126.946475,2023-06-30
광주광역시 사회재난과,동구 동명동 200-22,동구 동계로 7,2,200만,360도,30일,2017,35.1525388,126.9241031,2023-06-30
광주광역시 사회재난과,동구 동명동 200-22,동구 동계로 7,2,200만,360도,30일,2017,35.1525388,126.9241031,2023-06-30
광주광역시 사회재난과,동구 계림동 532-4,동구 중흥로213번길 5,2,200만,360도,30일,2017,35.16044817,126.9170842,2023-06-30
광주광역시 사회재난과,동구 지산동 671,동구 동명로69번길 20,2,200만,360도,30일,2017,35.153167,126.927512,2023-06-30
광주광역시 사회재난과,동구 계림동 695,동구 독립로384번길 16,2,200만,360도,30일,2017,35.164358,126.91688,2023-06-30
광주광역시 사회재난과,동구 산수동 103-4,,2,200만,360도,30일,2017,35.15698377,126.9383479,2023-06-30
광주광역시 사회재난과,동구 소태동 635-9,,2,200만,360도,30일,2017,35.12367146,126.9347139,2023-06-30
광주광역시 사회재난과,동구 소태동 635-9,,2,200만,360도,30일,2019,35.12367146,126.9347139,2023-06-30
광주광역시 사회재난과,동구 계림동 536-5,동구 경양로223번길 14-7,2,200만,360도,30일,2017,35.15910049,126.9168987,2023-06-30
광주광역시 사회재난과,동구 지산동 195-5,동구 지호로70번길 9,2,200만,360도,30일,2017,35.147043,126.937253,2023-06-30
광주광역시 사회재난과,동구 대인동 90-2,동구 구성로194번길 5-13,2,200만,360도,30일,2017,35.152898,126.91466,2023-06-30
광주광역시 사회재난과,동구 산수동 510-24,동구 밤실로89번길 16,2,200만,360도,30일,2017,35.15503795,126.9346359,2023-06-30
광주광역시 사회재난과,동구 산수동 510-24,동구 밤실로89번길 16,1,200만,360도,30일,2019,35.15503795,126.9346359,2023-06-30
광주광역시 사회재난과,동구 운림동 571-4,,2,200만,360도,30일,2017,35.134608,126.942771,2023-06-30
광주광역시 사회재난과,동구 소태동 981,동구 천변좌로 620-1,2,200만,360도,30일,2017,35.12877158,126.9289349,2023-06-30
광주광역시 사회재난과,동구 남동 41-3,동구 문화전당로 18,2,200만,360도,30일,2017,35.14436629,126.9195569,2023-06-30
광주광역시 사회재난과,동구 지산동 315-9,,2,200만,360도,30일,2017,35.151324,126.937661,2023-06-30
광주광역시 사회재난과,동구 금남로5가 94-4,동구 구성로 183-1,2,200만,360도,30일,2017,35.15233792,126.9130666,2023-06-30
광주광역시 사회재난과,동구 산수동 520-24,동구 필문대로205번길 5-32,4,200만,360도,30일,2017,35.1534268,126.9322399,2023-06-30
광주광역시 사회재난과,서구 화정동 831-8,서구 염화로 146,3,200만,360도,30일,2017,35.14322689,126.8805009,2023-06-30
광주광역시 사회재난과,남구 구동 29-8,남구 중앙로107번길 16,1,200만,360도,30일,2017,35.1465514,126.910043,2023-06-30
광주광역시 사회재난과,남구 구동 29-8,남구 중앙로107번길 16,1,200만,360도,30일,2021,35.1465514,126.910043,2023-06-30
광주광역시 사회재난과,남구 봉선동 1103-4,남구 대남대로193번길 3-1,4,200만,360도,30일,2017,35.1330265,126.9041171,2023-06-30
광주광역시 사회재난과,광산구 연산동 605-4,,2,200만,360도,30일,2017,35.11581853,126.7533895,2023-06-30
광주광역시 사회재난과,광산구 도산동 769-2,광산구 송도로162번길 10-15,2,200만,360도,30일,2017,35.12812792,126.7927642,2023-06-30
광주광역시 사회재난과,남구 월산동 293-5,남구 월산로132번길 22,3,200만,360도,30일,2017,35.14989929,126.8989209,2023-06-30
광주광역시 사회재난과,남구 월산동 323-130,,3,200만,360도,30일,2017,35.1505144,126.9003474,2023-06-30
광주광역시 사회재난과,남구 월산동 335-11,남구 구성로38번길 5-1,3,200만,360도,30일,2017,35.15161599,126.9008508,2023-06-30
광주광역시 사회재난과,서구 화정동 산223-2,,2,200만,360도,30일,2017,35.1399757,126.8839951,2023-06-30
광주광역시 사회재난과,서구 화정동 산223-2,,1,200만,360도,30일,2021,35.1399757,126.8839951,2023-06-30
광주광역시 사회재난과,남구 지석동 409-2,남구 고싸움로 161,3,200만,360도,30일,2018,35.08169,126.832229,2023-06-30
광주광역시 사회재난과,남구 양과동 952-3,남구 수춘길 15,3,200만,360도,30일,2018,35.087016,126.86477,2023-06-30
광주광역시 사회재난과,남구 원산동 333-1,남구 임암길11번길 111-8,3,200만,360도,30일,2018,35.100961,126.848213,2023-06-30
광주광역시 사회재난과,남구 화장동 643-8,,2,200만,360도,30일,2018,35.08954336,126.8016126,2023-06-30
광주광역시 사회재난과,남구 승촌동 43-1,남구 승촌4길 23-3,4,200만,360도,30일,2018,35.057588,126.781879,2023-06-30
광주광역시 사회재난과,남구 칠석동 913-12,,3,200만,360도,30일,2018,35.073548,126.836646,2023-06-30
광주광역시 사회재난과,남구 대지동 345-1,,3,200만,360도,30일,2018,35.074769,126.820784,2023-06-30
광주광역시 사회재난과,남구 양촌동 735,,4,200만,360도,30일,2018,35.061569,126.79396,2023-06-30
광주광역시 사회재난과,남구 구소동 127-2,,2,200만,360도,30일,2018,35.054221,126.8101,2023-06-30
광주광역시 사회재난과,서구 용두동 66-2,서구 눌재로110,2,200만,360도,30일,2018,35.095734,126.8258715,2023-06-30
광주광역시 사회재난과,남구 신장동 346-2,,3,200만,360도,30일,2018,35.054725,126.819183,2023-06-30
광주광역시 사회재난과,남구 이장동 852-1,,4,200만,360도,30일,2018,35.089605,126.859216,2023-06-30
광주광역시 사회재난과,남구 석정동 9,,3,200만,360도,30일,2018,35.086934,126.821577,2023-06-30
광주광역시 사회재난과,남구 도금동 220-1,,3,200만,360도,30일,2018,35.075978,126.843034,2023-06-30
광주광역시 사회재난과,남구 지석동 238-8,,3,200만,360도,30일,2018,35.082731,126.835117,2023-06-30
광주광역시 사회재난과,남구 압촌동 169-3,,3,200만,360도,30일,2018,35.088176,126.838964,2023-06-30
광주광역시 사회재난과,광산구 남산동 696-10,,2,200만,360도,30일,2022,35.1795734,126.7234879,2023-06-30
광주광역시 사회재난과,광산구 도산동 1299-1,광산구 남동길 30,2,200만,360도,30일,2022,35.12973848,126.7882491,2023-06-30
광주광역시 사회재난과,광산구 도산동 1006-8,,1,200만,360도,30일,2013,35.13037892,126.7872135,2023-06-30
광주광역시 사회재난과,광산구 도산동 1006-8,,1,200만,360도,30일,2022,35.13037892,126.7872135,2023-06-30
광주광역시 사회재난과,광산구 도산동 1296-1,광산구 남동길 8,1,200만,360도,30일,2013,35.12832552,126.7897013,2023-06-30
광주광역시 사회재난과,광산구 도산동 1296-1,광산구 남동길 8,1,200만,360도,30일,2021,35.12832552,126.7897013,2023-06-30
광주광역시 사회재난과,광산구 도산동 659-1,광산구 송정외로 6,1,200만,360도,30일,2009,35.126658,126.791335,2023-06-30
광주광역시 사회재난과,광산구 도산동 659-1,광산구 송정외로 6,1,200만,360도,30일,2022,35.126658,126.791335,2023-06-30
광주광역시 사회재난과,광산구 도산동 877-3,,2,200만,360도,30일,2022,35.13218106,126.7971811,2023-06-30
광주광역시 사회재난과,광산구 도산동 877-3,,1,200만,360도,30일,2022,35.13218106,126.7971811,2023-06-30
